source_id,family,target_type,targets,mapping_state,mapping_evidence
"gaming_commission","territorial","DOMAIN","PUBLIC_FINANCE","MAPPED","territorial fiscal source metadata"
"gao_ig_audits","federal","CORE_SUPPORT","POLICY_CONTEXT","PARTIAL","audit/oversight support source"
"gleif_lei","entity_resolution","CORE_SUPPORT","IDENTITY_RESOLUTION","MAPPED","registry family=entity_resolution"
"grants_gov","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"hacienda","territorial","DOMAIN","PUBLIC_FINANCE","MAPPED","territorial fiscal source metadata"
"hacienda_sut_ivu","territorial","DOMAIN","PUBLIC_FINANCE","MAPPED","territorial fiscal source metadata"
"haf","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"hhs_grants","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"highergov_supplemental","federal","DOMAIN","PROCUREMENT;FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal procurement/award source metadata"
"hud_cdbg_dr_public","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"hud_cdbg_mit","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"hud_drgr_authorized","manual_export","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","source-specific manual-export metadata"
"hud_hcv_section8","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"irs_ctc_eitc_pr","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"lda","lobbying","DOMAIN","POLITICAL_FINANCE_CONTEXT","MAPPED","registry family=lobbying"
"legislapr_discovery","territorial_legislation","CORE_SUPPORT","POLICY_CONTEXT","MAPPED","registry family=territorial_legislation"
"legislapr_sessions","territorial_legislation","CORE_SUPPORT","POLICY_CONTEXT","MAPPED","registry family=territorial_legislation"
"legislative_canonical_sources","territorial_legislation","CORE_SUPPORT","POLICY_CONTEXT","MAPPED","registry family=territorial_legislation"
"legislative_fiscal_link_candidates","territorial_legislation","CORE_SUPPORT","POLICY_CONTEXT","MAPPED","registry family=territorial_legislation"
"lihtc","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"loteria_pr","territorial","DOMAIN","PUBLIC_FINANCE","PARTIAL","broad territorial family requires record-level adjudication"
"medicaid_fmap","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"medicare_advantage","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"medicare_parts","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"msrb_rtrs_trades","bonds","DOMAIN","DEBT_AND_FINANCE","MAPPED","registry family=bonds"
"municipal_finance","municipal","DOMAIN","PUBLIC_FINANCE","PARTIAL","municipal family requires record-level confirmation"
"nara_catalog_aws_open_data","provenance_archival","CORE_SUPPORT","PROVENANCE_ARCHIVAL","MAPPED","registry family=provenance_archival"
"nara_nextgen_catalog_v3","provenance_archival","CORE_SUPPORT","PROVENANCE_ARCHIVAL","MAPPED","registry family=provenance_archival"
"ncua","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"nfip_claims","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"ngo_integration_layer","nonprofit","DOMAIN","CORPORATE_CAPITAL","PARTIAL","nonprofit financial/entity source"
"nih_reporter","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"nmtc","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"nonprofits_irs990","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"oatrh_payroll","territorial","DOMAIN","PUBLIC_FINANCE","MAPPED","territorial fiscal source metadata"
"oce_socrata_live","political_finance","DOMAIN","POLITICAL_FINANCE_CONTEXT","MAPPED","registry family=political_finance"
"ocif_guide_financial_classes","financial_regulation","DOMAIN+CORE_SUPPORT","CORPORATE_CAPITAL;IDENTITY_RESOLUTION","PARTIAL","financial-regulation registry metadata spans entity identity and financial observations"
"ocpr_contracts","territorial","DOMAIN","PROCUREMENT","MAPPED","procurement source metadata"
"ocs_insurer_registry","financial_regulation","DOMAIN+CORE_SUPPORT","CORPORATE_CAPITAL;IDENTITY_RESOLUTION","PARTIAL","financial-regulation registry metadata spans entity identity and financial observations"
"ofac_sdn","entity_resolution","CORE_SUPPORT","IDENTITY_RESOLUTION","MAPPED","registry family=entity_resolution"
"oficina_contralor","territorial","CORE_SUPPORT","POLICY_CONTEXT","PARTIAL","oversight/legal context, not direct flow source"
"ogpe_permits","municipal","DOMAIN","PUBLIC_FINANCE","MAPPED","municipal fiscal/fee source metadata"
"oia_grants","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"opm_fedscope","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"opportunity_zones","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"osl_sutra_crosswalk","territorial_legislation","CORE_SUPPORT","POLICY_CONTEXT","MAPPED","registry family=territorial_legislation"
"p3_authority","territorial","DOMAIN","PRIVATIZATION_PPP_CONTROL","MAPPED","P3 authority source metadata"
"ports_airports_contracts","infrastructure","DOMAIN","PROCUREMENT","MAPPED","contract source metadata"
"ports_airports_revenue","infrastructure_revenue","DOMAIN","PUBLIC_FINANCE","MAPPED","registry family=infrastructure_revenue"
"ports_authority","infrastructure","DOMAIN","PRIVATIZATION_PPP_CONTROL;LAND_ASSETS_CONCESSIONS","PARTIAL","PPP/concession source metadata"
"pr_act_154_excise","territorial","DOMAIN","PUBLIC_FINANCE","PARTIAL","broad territorial family requires record-level adjudication"
"pr_act_60_decrees","territorial","DOMAIN","TAX_INCENTIVES","MAPPED","tax/incentive source metadata"
"pr_cabilderos","lobbying","DOMAIN","POLITICAL_FINANCE_CONTEXT","MAPPED","registry family=lobbying"
"pr_corporate_registry","manual_export","CORE_SUPPORT","IDENTITY_RESOLUTION","PARTIAL","source-specific manual-export metadata"
"pr_fomb","territorial_fiscal_oversight","DOMAIN","PUBLIC_FINANCE;DEBT_AND_FINANCE","PARTIAL","FOMB source metadata spans budgets/fiscal plans/debt"
"pr_fomb_special_reports","territorial_fiscal_oversight","DOMAIN","PUBLIC_FINANCE;DEBT_AND_FINANCE","PARTIAL","FOMB source metadata spans budgets/fiscal plans/debt"
"pr_general_fund_revenues","territorial","DOMAIN","PUBLIC_FINANCE","MAPPED","territorial fiscal source metadata"
"pr_income_tax_collections","territorial","DOMAIN","PUBLIC_FINANCE","MAPPED","territorial fiscal source metadata"
"pr_pensions","territorial","DOMAIN","DEBT_AND_FINANCE","PARTIAL","debt/fiscal-liability source metadata"
"prasa","infrastructure","DOMAIN","PROCUREMENT;PUBLIC_FINANCE","PARTIAL","broad infrastructure family requires source-level adjudication"
"prasa_cer","infrastructure","DOMAIN","PUBLIC_FINANCE","PARTIAL","capital-project/financial source metadata"
"prasa_cip","infrastructure","DOMAIN","PUBLIC_FINANCE","PARTIAL","capital-project/financial source metadata"
"prasa_completed_projects","infrastructure","DOMAIN","PUBLIC_FINANCE","PARTIAL","capital-project/financial source metadata"
"prasa_completed_projects_ppp","infrastructure","DOMAIN","PRIVATIZATION_PPP_CONTROL;LAND_ASSETS_CONCESSIONS","PARTIAL","PPP/concession source metadata"
"prasa_consulting_engineer_ppp","infrastructure","DOMAIN","PRIVATIZATION_PPP_CONTROL;LAND_ASSETS_CONCESSIONS","PARTIAL","PPP/concession source metadata"
"prasa_contracts_master","infrastructure","DOMAIN","PROCUREMENT","MAPPED","contract source metadata"
"prasa_rate_revenue","infrastructure_revenue","DOMAIN","PUBLIC_FINANCE","MAPPED","registry family=infrastructure_revenue"
"prepa_luma_genera","infrastructure","DOMAIN","PROCUREMENT;PUBLIC_FINANCE","PARTIAL","broad infrastructure family requires source-level adjudication"
"prepa_luma_rate_revenue","infrastructure_revenue","DOMAIN","PUBLIC_FINANCE","MAPPED","registry family=infrastructure_revenue"
"promesa_creditors","territorial","DOMAIN","DEBT_AND_FINANCE","PARTIAL","debt/fiscal-liability source metadata"
"prpha_housing_subsidy","territorial","DOMAIN","FEDERAL_INTERGOVERNMENTAL;PUBLIC_FINANCE","PARTIAL","recovery/subsidy transfer source metadata"
"rdc_demandas_civiles","territorial","CORE_SUPPORT","POLICY_CONTEXT","PARTIAL","oversight/legal context, not direct flow source"
"research_grants","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"roadwatch_corridor_join","infrastructure","CORE_SUPPORT","GEOSPATIAL_SUPPORT","MAPPED","geometry/network source metadata"
"rum_cover_over","territorial","DOMAIN","PUBLIC_FINANCE","MAPPED","territorial fiscal source metadata"
"sam_entities","entity_resolution","CORE_SUPPORT","IDENTITY_RESOLUTION","MAPPED","registry family=entity_resolution"
"sam_exclusions","entity_resolution","CORE_SUPPORT","IDENTITY_RESOLUTION","MAPPED","registry family=entity_resolution"
"sam_opportunities","federal","DOMAIN","PROCUREMENT;FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal procurement/award source metadata"
"sba_disaster_loans_pr","manual_export","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","source-specific manual-export metadata"
"sba_loans","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"sba_ppp","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"sbir","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"sec_13f_bpop_8q_certification","capital_control","DOMAIN","CORPORATE_CAPITAL","MAPPED","registry family=capital_control"
"sec_13f_bpop_golden_freeze","capital_control","DOMAIN","CORPORATE_CAPITAL","MAPPED","registry family=capital_control"
"sec_13f_nport","federal","DOMAIN","CORPORATE_CAPITAL","PARTIAL","federal corporate/financial source metadata"
"sec_edgar","federal","DOMAIN","CORPORATE_CAPITAL","PARTIAL","federal corporate/financial source metadata"
"sec_equity_identity_v2","capital_control","DOMAIN","CORPORATE_CAPITAL","MAPPED","registry family=capital_control"
"sec_holdings_discovery_v2","capital_control","DOMAIN","CORPORATE_CAPITAL","MAPPED","registry family=capital_control"
"sec_officers","entity_resolution","CORE_SUPPORT","IDENTITY_RESOLUTION","MAPPED","registry family=entity_resolution"
"sf133_budget_execution","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"slfrf","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"snap_nap","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"ssa","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"stip_tip_projects","infrastructure","DOMAIN","PROCUREMENT;PUBLIC_FINANCE","PARTIAL","broad infrastructure family requires source-level adjudication"
"tourism_room_tax","territorial","DOMAIN","PUBLIC_FINANCE","MAPPED","territorial fiscal source metadata"
"transit_contracts","infrastructure","DOMAIN","PROCUREMENT","MAPPED","contract source metadata"
"transit_fare_revenue","infrastructure_revenue","DOMAIN","PUBLIC_FINANCE","MAPPED","registry family=infrastructure_revenue"
"usace_civil_works","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"usace_permits","federal","CORE_SUPPORT","GEOSPATIAL_SUPPORT","PARTIAL","permit/location support source"
"usaspending_loans","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"usaspending_prime","federal","DOMAIN","PROCUREMENT;FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal procurement/award source metadata"
"usaspending_subawards","federal","DOMAIN","PROCUREMENT;FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal procurement/award source metadata"
"usda_farm_subsidies","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"usda_grants","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"va_benefits","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"wic","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
"wioa","federal","DOMAIN","FEDERAL_INTERGOVERNMENTAL","PARTIAL","federal transfer/program source; exact event semantics require schema inspection"
