source_id,family,required,authentication,producer_script,expected_outputs,update_cadence,pipeline_status,blocker_notes
municipal_finance,municipal,False,api_key:FAC_API_KEY,scripts/download_fac_municipal.py,data/staging/processed/pr_municipal_finance.csv,quarterly,fully_materialized,"PR municipal Single Audit (SF-SAC) records from the Federal Audit Clearinghouse (api.fac.gov/general, auditee_state=PR, filtered to MUNICIPIO/MUNICIPALITY OF auditees). API-switch from the OCAM scraper; free api.data.gov key (FAC_API_KEY)."
eqb_epa_icis,territorial,False,none,scripts/download_epa_echo_icis.py,data/staging/processed/pr_epa_echo_icis.csv,monthly,not_materialized,"PR environmental enforcement (EPA ICIS-FE&C / ECHO) — federal penalties assessed against PR facilities. Automatable via the public, keyless ECHO Enforcement Case Search REST API (echodata.epa.gov; X_API_KEY sent opportunistically as an api.data.gov rate-limit header). Materialized by scripts/download_epa_echo_icis.py (endpoint/fields confirmed on first live run)."
emma_bonds,bonds,True,none,scripts/download_emma.py,data/staging/processed/pr_emma_bonds.csv;data/staging/processed/pr_emma_underwriters.csv,weekly,fully_materialized,
msrb_rtrs_trades,bonds,False,none,scripts/download_msrb_trades.py,data/staging/processed/pr_msrb_trades.csv,monthly,not_materialized,
lda,lobbying,True,none,scripts/sources/fetch_lda_gov.py,data/staging/processed/lda_registrants.csv;data/staging/processed/lda_clients.csv;data/staging/processed/lda_lobbyists.csv;data/staging/processed/lda_filings.csv;data/staging/processed/lda_contributions.csv;data/staging/processed/lda_ref_filing_types.csv;data/staging/processed/lda_ref_lobbying_issues.csv;data/staging/processed/lda_ref_government_entities.csv;data/staging/processed/lda_ref_countries.csv;data/staging/processed/lda_ref_states.csv;data/staging/processed/lda_ref_lobbyist_prefixes.csv;data/staging/processed/lda_ref_lobbyist_suffixes.csv;data/staging/processed/lda_ref_contribution_item_types.csv;data/staging/processed/pr_lda_filings.csv,monthly,fully_materialized,API-authoritative federal LDA lobbying source via LDA.gov. Canonical API provider alias: lda_gov. Default mode is dry-run fixture mode; live API calls require --live. No API key is required. Uploaded/static LDA snapshots are retained as regression fixtures or archival snapshots after adapter materialization.
pr_cabilderos,lobbying,True,manual_export,scripts/ingest_cabilderos.py,data/staging/processed/pr_cabilderos.csv,quarterly,not_materialized,"PR Office of Government Ethics (OEG) state-level lobbyist (cabildero) registry. ingest_cabilderos.py is a dropzone reader (CSV/Excel), not a live scraper - operator delivers the OEG export to data/raw/Cabilderos/. Cross-references cabildero clients with federal award recipients to surface dual-influence entities."
fec,political_finance,True,api_key:FEC_API_KEY,scripts/download_fec.py,data/staging/processed/pr_fec_contributions.csv,monthly,fully_materialized,pr_fec_crossref.csv is generated by analyze_fec_crossref.py after the unified awards master is entity-resolved (PR3 dependency). Not declared as expected_output to avoid gate failures before PR3.
donaciones_pr,political_finance,False,manual_export,scripts/ingest_donaciones.py,data/staging/processed/pr_donaciones.csv,ad_hoc,not_materialized,PR State Election Commission (CEE/CEEPUR) state-level donation registry. ingest_donaciones.py is a dropzone reader for operator-delivered CEE CSV exports — no network code. Previously mislabeled as using ingest_fec.py (federal FEC) with a wrong output path. Cross-references federal FEC via analyze_political_crossref.py.
follow_the_money,political_finance,False,manual_export,scripts/ingest_follow_the_money.py,data/staging/processed/pr_sf133_budget_execution.csv;data/staging/processed/pr_ftm_municipal_bridge.csv;data/staging/processed/pr_ftm_facility_matches.csv,yearly,fully_materialized,"PR public-money export data (SF-133 budget execution, municipal political/federal bridge, facility contract matches). ingest_follow_the_money.py is a dropzone reader (no network code) producing 3 outputs from operator-delivered CSV exports in data/raw/follow_the_money/. Municipal-bridge and facility-match outputs materialize offline from committed inputs. NOTE - the EP_PR_PRBank_* bank-wire records previously co-located in this dropzone are Jeffrey Epstein PR-case records, not a public-money source; they were separated to the epstein_pr_case watchlist (registries/watchlists/epstein_pr_case.json) and are no longer ingested here."
fec_committees,political_finance,False,api_key:FEC_API_KEY,scripts/download_fec_committees.py,data/staging/processed/pr_fec_committees.csv;data/staging/processed/pr_fec_disbursements.csv;data/staging/processed/pr_fec_independent_expenditures.csv,monthly,not_materialized,"FEC committee master plus Schedule B (disbursements) and Schedule E (independent expenditures) for PR-linked political committees. Makes PACs, Super PACs, 527s, and party committees first-class entities in the political-finance layer rather than only being embedded as committee_id/committee_name columns on Schedule A contribution rows handled by the existing `fec` source."
contralor_electoral,political_finance,False,manual_export,scripts/ingest_oce.py,data/staging/processed/pr_oce_donations.csv,ad_hoc,not_materialized,"PR Oficina del Contralor Electoral (OCE) campaign-finance registry. Distinct from `oficina_contralor` (government-audit Contralor, a different agency). ingest_oce.py is a dropzone reader (no network code) producing pr_oce_donations.csv aligned column-for-column to pr_donaciones.csv so the NGO political-donation crossref consumes both feeds uniformly."
ngo_integration_layer,nonprofit,False,none,scripts/ngo_integration.py,data/staging/processed/ngos/ngos_master.csv;data/staging/processed/ngos/ngo_funding_edges.csv;data/staging/processed/ngos/ngo_municipal_coverage.csv,ad_hoc,not_materialized,"NGO / OSFL identity, funding, and coverage layer built from IRS EO BMF, TEOS, PR state registry, and USASpending drops. Also drives the NGO ↔ political-donation crossref (analyze_political_crossref: build_ngo_donation_crossref → data/staging/processed/ngos/ ngo_political_donations.csv) which is intentionally NOT declared as an expected_output to avoid preflight gate failures (matches the convention used by `fec` for pr_fec_crossref.csv)."
sba_loans,federal,False,none,scripts/download_sba.py,data/staging/processed/pr_sba_loans_master.csv,quarterly,fully_materialized,
sba_ppp,federal,False,none,scripts/download_sba.py,data/staging/processed/pr_sba_ppp.csv,yearly,not_materialized,
slfrf,federal,False,none,scripts/download_slfrf.py,data/staging/processed/pr_slfrf_master.csv,quarterly,fully_materialized,
sbir,federal,False,none,scripts/download_sbir.py,data/staging/processed/pr_sbir.csv,monthly,not_materialized,
nih_reporter,federal,False,none,scripts/download_nih.py,data/staging/processed/pr_nih_grants.csv,monthly,fully_materialized,
usace_civil_works,federal,False,none,scripts/download_usace_civil.py,data/staging/processed/pr_usace_civil_master.csv,quarterly,fully_materialized,
usace_permits,federal,False,none,scripts/download_usace_permits.py,data/staging/processed/pr_usace_permits.csv,quarterly,not_materialized,
epa_grants,federal,False,none,scripts/download_epa.py,data/staging/processed/pr_epa_master.csv,quarterly,fully_materialized,
dot_grants,federal,False,none,scripts/download_dot.py,data/staging/processed/pr_dot_master.csv,quarterly,fully_materialized,
usda_grants,federal,False,none,scripts/download_usda.py,data/staging/processed/pr_usda_master.csv,quarterly,fully_materialized,
doe_grants,federal,False,none,scripts/download_doe.py,data/staging/processed/pr_doe_master.csv,quarterly,fully_materialized,
doj_grants,federal,False,none,scripts/download_doj_grants.py,data/staging/processed/pr_doj_grants_master.csv,quarterly,fully_materialized,
ed_grants,federal,False,none,scripts/download_ed.py,data/staging/processed/pr_ed_master.csv,quarterly,fully_materialized,
hhs_grants,federal,False,none,scripts/download_hhs.py,data/staging/processed/pr_hhs_master.csv,quarterly,fully_materialized,
oia_grants,federal,False,none,scripts/download_oia.py,data/staging/processed/pr_oia_master.csv,yearly,fully_materialized,
haf,federal,False,none,scripts/download_haf.py,data/staging/processed/pr_haf.csv,quarterly,not_materialized,
exim_bank,federal,False,none,scripts/download_exim.py,data/staging/processed/pr_exim.csv,yearly,not_materialized,
congressional_earmarks,federal,False,none,scripts/download_earmarks.py,data/staging/processed/pr_earmarks.csv,yearly,not_materialized,
ofac_sdn,entity_resolution,False,none,scripts/download_ofac.py,data/staging/processed/pr_ofac_sdn.csv,weekly,fully_materialized,
gleif_lei,entity_resolution,False,none,scripts/download_gleif.py,data/staging/processed/pr_gleif_entities.csv;data/staging/processed/pr_gleif_relationships.csv,monthly,fully_materialized,"Free, keyless GLEIF LEI database filtered to Puerto Rico (legalAddress country PR + jurisdiction US-PR, de-duped by LEI). Corporate identity (legal name, status, legal form, local registration number, addresses) plus direct/ultimate parent relationships. Replaces the OpenCorporates corporate-identity slice for the larger / financial PR entities."
sec_officers,entity_resolution,False,none,scripts/download_sec_officers.py,data/staging/processed/pr_sec_officers.csv,monthly,fully_materialized,"Free, keyless officers/directors of PR-domiciled SEC filers, parsed from Form 3/4/5 insider-filing ownership XML. Replaces the OpenCorporates officers slice (whose seeds were all SEC filers)."
pr_corporate_registry,manual_export,False,manual_export,scripts/ingest_active_contractors.py,data/staging/processed/pr_corporate_registry.csv,ad_hoc,not_materialized,
medicaid_fmap,federal,False,none,scripts/download_medicaid_fmap.py,data/staging/processed/pr_medicaid_fmap.csv,yearly,fully_materialized,
ssa,federal,False,none,scripts/download_ssa.py,data/staging/processed/pr_ssa_benefits.csv,yearly,fully_materialized,
medicare_parts,federal,False,none,scripts/download_medicare_parts.py,data/staging/processed/pr_medicare_parts.csv,yearly,fully_materialized,
medicare_advantage,federal,False,none,scripts/download_medicare_advantage.py,data/staging/processed/pr_medicare_advantage.csv,yearly,fully_materialized,
chip,federal,False,none,scripts/download_chip.py,data/staging/processed/pr_chip.csv,yearly,fully_materialized,
cms_open_payments,federal,False,none,scripts/download_cms.py,data/staging/processed/pr_cms_open_payments.csv,yearly,not_materialized,
wic,federal,False,none,scripts/download_wic.py,data/staging/processed/pr_wic.csv,yearly,fully_materialized,
wioa,federal,False,none,scripts/download_wioa.py,data/staging/processed/pr_wioa_grants.csv,yearly,fully_materialized,
snap_nap,federal,False,none,scripts/download_snap_nap.py,data/staging/processed/pr_snap_nap.csv,yearly,fully_materialized,
va_benefits,federal,False,none,scripts/download_va.py,data/staging/processed/pr_va_benefits.csv,yearly,fully_materialized,
fdic,federal,False,none,scripts/download_fdic.py,data/staging/processed/pr_fdic_financials.csv;data/staging/processed/pr_fdic_institutions.csv,quarterly,fully_materialized,
ncua,federal,False,none,scripts/download_ncua.py,data/staging/processed/pr_ncua_credit_unions.csv,quarterly,fully_materialized,
fhlb,federal,False,none,scripts/download_fhlb.py,data/staging/processed/pr_fhlb_advances.csv,quarterly,fully_materialized,
sec_edgar,federal,False,none,scripts/download_sec.py,data/staging/processed/pr_sec_companies.csv;data/staging/processed/pr_sec_financials.csv,monthly,fully_materialized,
sec_13f_nport,federal,False,none,scripts/download_sec_holdings.py,data/staging/processed/pr_sec_holdings.csv,quarterly,fully_materialized,
fcc_usf,federal,False,none,scripts/download_fcc.py,data/staging/processed/pr_fcc_usf.csv,yearly,fully_materialized,
nfip_claims,federal,False,none,scripts/download_nfip.py,data/staging/processed/pr_nfip_claims.csv,monthly,not_materialized,
lihtc,federal,False,none,scripts/download_lihtc.py,data/staging/processed/pr_lihtc.csv,yearly,not_materialized,
nmtc,federal,False,none,scripts/download_nmtc.py,data/staging/processed/pr_nmtc.csv,yearly,not_materialized,
nonprofits_irs990,federal,False,none,scripts/download_nonprofits.py,data/staging/processed/pr_nonprofits.csv,yearly,fully_materialized,
gao_ig_audits,federal,False,none,scripts/download_gao_ig.py,data/staging/processed/pr_gao_ig_reports.csv,monthly,fully_materialized,
dol_whd_osha,federal,False,none,scripts/download_dol.py,data/staging/processed/pr_dol_enforcement.csv,monthly,fully_materialized,
sf133_budget_execution,federal,False,none,scripts/download_sf133.py,data/staging/processed/pr_sf133.csv,quarterly,not_materialized,
research_grants,federal,False,none,scripts/download_research.py,data/staging/processed/pr_research_master.csv,weekly,fully_materialized,
grants_gov,federal,False,none,scripts/download_grants.py,data/staging/processed/pr_grants_master.csv,weekly,fully_materialized,
financialdata_net,optional_commercial_enrichment,False,api_key:FINANCIALDATA_API_KEY,scripts/enrichment/enrich_financialdata_entities.py,outputs/enrichment/financialdata_identifier_crosswalk.csv;outputs/enrichment/financialdata_entity_matches.csv;outputs/review/financialdata_match_review_queue.csv;reports/financialdata_enrichment_readiness.json,ad_hoc,not_materialized,OPTIONAL commercial provider for public-market entity resolution (CUSIP / ISIN / FIGI / LEI / CIK / ticker crosswalks). NOT a required source — never wired into coverage gates. Live use requires BOTH FINANCIALDATA_API_KEY and FINANCIALDATA_LICENSE_APPROVED=true. Default mode is dry-run/mock with synthetic fixtures. Raw vendor payloads are never persisted. See docs/financialdata_provider.md.
usaspending_loans,federal,False,none,scripts/download_usaspending_loans.py,data/staging/processed/pr_federal_loans.csv,weekly,not_materialized,"Federal direct loans and loan guarantees (assistance type 07/08) to PR recipients via the USASpending API. Captures face value + federal subsidy cost, distinct from contracts/grants."
federal_audit_clearinghouse,federal,False,api_key:FAC_API_KEY,scripts/download_fac.py,data/staging/processed/pr_single_audits.csv,quarterly,not_materialized,Federal Single Audit (SF-SAC) results for PR auditees from the Federal Audit Clearinghouse. Oversight on subrecipients of federal awards. Free api.data.gov key (FAC_API_KEY).
sam_exclusions,entity_resolution,False,api_key:SAM_API_KEY,scripts/download_sam_exclusions.py,data/staging/processed/sam_exclusions.csv,weekly,not_materialized,SAM.gov exclusions (debarment) list — suspended/excluded parties. Screening complement to sam_entities and ofac_sdn. Requires SAM_API_KEY.
usda_farm_subsidies,federal,False,none,scripts/download_usda_farm.py,data/staging/processed/pr_usda_farm_subsidies.csv,monthly,not_materialized,USDA FSA direct payments + RMA crop-insurance subsidies to PR producers via USASpending (assistance types 06/10). Distinct from rural-development usda_grants.
hud_cdbg_mit,federal,False,none,scripts/download_cdbg_mit.py,data/staging/processed/pr_cdbg_mit.csv,monthly,not_materialized,HUD CDBG-Mitigation (CFDA 14.272) allocations to PR via USASpending. Distinct from CDBG-DR (hud_cdbg_dr_public) and DRGR reporting (hud_drgr_authorized).
fema_individual_assistance,federal,False,none,scripts/download_fema_ia.py,data/staging/processed/pr_fema_ia.csv,monthly,not_materialized,"FEMA Individual Assistance / Individuals & Households Program housing aid to PR (OpenFEMA HousingAssistanceOwners). Direct-to-household disaster flow, distinct from Public Assistance and HMGP."
opportunity_zones,federal,False,none,scripts/download_opportunity_zones.py,data/staging/processed/pr_opportunity_zones.csv,yearly,not_materialized,Qualified Opportunity Zone designated census tracts in PR (Treasury/IRS capital-gains incentive). Source URL configurable via OZ_DATA_URL; live pull requires network.
opm_fedscope,federal,False,none,scripts/download_opm_fedscope.py,data/staging/processed/pr_federal_payroll.csv,quarterly,not_materialized,Federal civilian payroll (employment + average salary) in PR from OPM FedScope. Source URL configurable via FEDSCOPE_DATA_URL; live pull requires network.
doj_settlements,federal,False,manual_export,scripts/ingest_doj_settlements.py,data/staging/processed/pr_doj_settlements.csv,ad_hoc,not_materialized,DOJ / USAO-PR civil settlements and False Claims Act recoveries involving PR entities. Operator-delivered exports (no machine API).
equitable_sharing,federal,False,manual_export,scripts/ingest_equitable_sharing.py,data/staging/processed/pr_equitable_sharing.csv,ad_hoc,not_materialized,DOJ/Treasury equitable-sharing asset-forfeiture payouts to PR law enforcement. Operator-delivered exports.
irs_ctc_eitc_pr,federal,False,manual_export,scripts/ingest_irs_ctc_eitc_pr.py,data/staging/processed/pr_irs_ctc_eitc.csv,ad_hoc,not_materialized,"IRS Child Tax Credit / EITC payments to PR families (post-ARPA expansion), from SOI/Treasury exports. Operator-delivered."
ocpr_contracts,territorial,False,manual_export,scripts/ingest_ocpr_contracts.py,data/staging/processed/pr_ocpr_contracts.csv,ad_hoc,not_materialized,Canonical PR Comptroller (OCPR) contract registry — every PR government contract. Distinct from oficina_contralor (audit reports only). Interactive surface; operator-delivered exports until a scraper is built.
ddec_incentives,territorial,False,manual_export,scripts/ingest_ddec_incentives.py,data/staging/processed/pr_ddec_incentives.csv,ad_hoc,not_materialized,DDEC Act 60/20/22 tax-incentive decrees (export-services / individual-investor grants). Operator-delivered exports.
crim_property_tax,municipal,False,manual_export,scripts/ingest_crim_property_tax.py,data/staging/processed/pr_crim_property_tax.csv,ad_hoc,not_materialized,CRIM municipal property-tax assessments and collections. Operator-delivered exports.
ases_plan_vital,territorial,False,manual_export,scripts/ingest_ases_plan_vital.py,data/staging/processed/pr_ases_contracts.csv,ad_hoc,not_materialized,ASES Plan Vital Medicaid managed-care contracts and MCO capitation (territorial program spend). Distinct from federal medicaid_fmap match. Operator-delivered exports.
loteria_pr,territorial,False,manual_export,scripts/ingest_loteria_pr.py,data/staging/processed/pr_loteria.csv,ad_hoc,not_materialized,"Loteria de Puerto Rico + Loteria Electronica revenue, prize payouts and retailer commissions. Operator-delivered exports."
gaming_commission,territorial,False,manual_export,scripts/ingest_gaming_commission.py,data/staging/processed/pr_gaming.csv,ad_hoc,not_materialized,PR Gaming Commission casino/slot-machine licensing and gaming-tax revenue. Operator-delivered exports.
ports_authority,infrastructure,False,manual_export,scripts/ingest_ports_authority.py,data/staging/processed/pr_ports_concessions.csv,ad_hoc,not_materialized,PR Ports Authority concession fees and leases (e.g. Aerostar/LMM airport). Operator-delivered exports.
act_tolls_concession,infrastructure,False,manual_export,scripts/ingest_act_tolls_concession.py,data/staging/processed/pr_act_tolls.csv,ad_hoc,not_materialized,PR Highways & Transportation Authority toll revenue and Metropistas/Autopistas concession payments. Distinct from ACT transition contracts. Operator-delivered exports.
oatrh_payroll,territorial,False,manual_export,scripts/ingest_oatrh_payroll.py,data/staging/processed/pr_govt_payroll.csv,ad_hoc,not_materialized,PR central-government payroll / salaries (OATRH Nomina). Operator-delivered exports.
ogpe_permits,municipal,False,manual_export,scripts/ingest_ogpe_permits.py,data/staging/processed/pr_ogpe_permits.csv,ad_hoc,not_materialized,OGPe construction-permit fees and green-energy incentives. Operator-delivered exports.
dtop_vehicle_fees,territorial,False,manual_export,scripts/ingest_dtop_vehicle_fees.py,data/staging/processed/pr_dtop_fees.csv,ad_hoc,not_materialized,DTOP vehicle-registration (marbete) and license fee collections. Operator-delivered exports.
tourism_room_tax,territorial,False,manual_export,scripts/ingest_tourism_room_tax.py,data/staging/processed/pr_tourism_roomtax.csv,ad_hoc,not_materialized,PR Tourism Company hotel-occupancy tax (impuesto de ocupacion) and co-op marketing contributions. Operator-delivered exports.
bde_loans,territorial,False,manual_export,scripts/ingest_bde_loans.py,data/staging/processed/pr_bde_loans.csv,ad_hoc,not_materialized,Banco de Desarrollo Economico (Economic Development Bank) territorial business loans. Distinct from federal SBA loans. Operator-delivered exports.
prpha_housing_subsidy,territorial,False,manual_export,scripts/ingest_prpha_housing_subsidy.py,data/staging/processed/pr_prpha_subsidies.csv,ad_hoc,not_materialized,PR Public Housing Administration (AVP/PRPHA) operating subsidies and RAD conversions. Distinct from HUD Section-8 HCV. Operator-delivered exports.
hacienda_sut_ivu,territorial,False,none,scripts/download_coverage_gap_intake.py,data/staging/processed/pr_hacienda_sut_ivu.csv,monthly,not_materialized,"PR Treasury Sales & Use Tax (IVU/SUT) collections by fiscal year / month / NAICS, plus COFIM municipal IVU — the largest PR consumption-tax revenue stream, not otherwise captured. Scraper surface (hacienda.pr.gov bulk tables); queued for a scraping adapter (scraper_needed)."
