source_id,required,family,update_cadence,authentication,required_secret,trigger_type,terminal,path_type,automatable,ready,needs_key,has_adapter,producer_importable,producer_script,expected_outputs_count,outputs_present_count,min_rows,dropzone_path,recommended_action
nfip_claims,False,federal,monthly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_nfip.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
nih_reporter,False,federal,monthly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_nih.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
nonprofits_irs990,False,federal,yearly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_nonprofits.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
ofac_sdn,False,entity_resolution,weekly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_ofac.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
oia_grants,False,federal,yearly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_oia.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
research_grants,False,federal,weekly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_research.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
sam_entities,True,entity_resolution,monthly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/run_sam_pipeline.py,2,2,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
sba_loans,False,federal,quarterly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_sba.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
sba_ppp,False,federal,yearly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_sba.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
sbir,False,federal,monthly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_sbir.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
slfrf,False,federal,quarterly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_slfrf.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
snap_nap,False,federal,yearly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_snap_nap.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
usace_civil_works,False,federal,quarterly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_usace_civil.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
usaspending_prime,True,federal,weekly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/build_unified_master.py,2,1,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
usaspending_subawards,True,federal,weekly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_subawards.py,2,2,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
usda_grants,False,federal,quarterly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_usda.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
va_benefits,False,federal,yearly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_va.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
wic,False,federal,yearly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_wic.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
wioa,False,federal,yearly,none,,schedule,False,api_adapter,True,True,,True,True,scripts/download_wioa.py,1,0,1,,Materialize via `python -m moneysweep.query --source <id>` (set key if gated).
aafaf,False,territorial,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_aafaf.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
act_transition_ppp,False,infrastructure,one_time,none,,manual,False,api_producer,True,True,,False,True,scripts/parse_act_transition_ppp.py,1,1,1,,"Run producer under strict preflight; public API path, set key if gated."
asg_emergency_purchases,False,territorial,weekly,none,,schedule,False,api_producer,True,True,,False,True,scripts/scrape_asg_emergency_purchases.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
asg_suppliers,False,entity_resolution,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/scrape_asg_suppliers.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
campaign_finance_entities,True,political_finance,ad_hoc,none,,dependency,False,api_producer,True,True,,False,True,scripts/build_campaign_finance_entities.py,4,0,1,,"Run producer under strict preflight; public API path, set key if gated."
campaign_finance_materialization_gate,True,political_finance,ad_hoc,none,,dependency,False,api_producer,True,True,,False,True,scripts/validate_campaign_finance_materialization.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
census_gov_finances,False,territorial,yearly,api_key:CENSUS_API_KEY,CENSUS_API_KEY,schedule,False,api_producer,True,True,CENSUS_API_KEY,False,True,scripts/download_census_gov_finances.py,1,0,0,,"Run producer under strict preflight; public API path, set key if gated."
centinelas_pre_official_signals,False,pre_officialization,on_drop,none,,on_drop,False,api_producer,True,True,,False,True,scripts/ingest_centinelas_signals.py,2,0,0,,"Run producer under strict preflight; public API path, set key if gated."
cofina,False,territorial,quarterly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_cofina.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
compras_pr,False,territorial,weekly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_compras.py,2,0,1,,"Run producer under strict preflight; public API path, set key if gated."
cor3,True,territorial,quarterly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_cor3.py,1,1,1,,"Run producer under strict preflight; public API path, set key if gated."
dol_whd_osha,False,federal,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_dol.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
eia_power_sector,False,federal,monthly,api_key:EIA_API_KEY,EIA_API_KEY,schedule,False,api_producer,True,True,EIA_API_KEY,False,True,scripts/download_eia.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
emma_bonds,True,bonds,weekly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_emma.py,2,2,1,,"Run producer under strict preflight; public API path, set key if gated."
emma_infra_revenue,False,infrastructure_revenue,quarterly,none,,dependency,False,api_producer,True,True,,False,True,scripts/extract_emma_revenue.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
eqb_epa_icis,False,territorial,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_epa_echo_icis.py,1,0,0,,"Run producer under strict preflight; public API path, set key if gated."
estadisticas_pr_external_trade,False,territorial,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_estadisticas_pr.py,1,0,0,,"Run producer under strict preflight; public API path, set key if gated."
fcc_usf,False,federal,yearly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_fcc.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
fec_committees,False,political_finance,monthly,api_key:FEC_API_KEY,FEC_API_KEY,schedule,False,api_producer,True,True,FEC_API_KEY,False,True,scripts/download_fec_committees.py,3,0,1,,"Run producer under strict preflight; public API path, set key if gated."
federal_audit_clearinghouse,False,federal,quarterly,api_key:FAC_API_KEY,FAC_API_KEY,schedule,False,api_producer,True,True,FAC_API_KEY,False,True,scripts/download_fac.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
fema_individual_assistance,False,federal,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_fema_ia.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
fhwa_hpms_routes,False,infrastructure,yearly,none,,schedule,False,api_producer,True,True,,False,True,scripts/ingest_fhwa_hpms_routes.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
fhwa_nbi_bridges,False,infrastructure,yearly,none,,schedule,False,api_producer,True,True,,False,True,scripts/ingest_fhwa_nbi_bridges.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
financialdata_net,False,optional_commercial_enrichment,ad_hoc,api_key:FINANCIALDATA_API_KEY,FINANCIALDATA_API_KEY,manual,False,api_producer,True,True,FINANCIALDATA_API_KEY,False,True,scripts/enrichment/enrich_financialdata_entities.py,4,0,0,,"Run producer under strict preflight; public API path, set key if gated."
fred_timeseries,False,federal,monthly,api_key:FRED_API_KEY,FRED_API_KEY,schedule,False,api_producer,True,True,FRED_API_KEY,False,True,scripts/download_fred.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
fta_ntd,False,infrastructure,yearly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_fta_ntd.py,1,0,0,,"Run producer under strict preflight; public API path, set key if gated."
ftz_board_pr,False,federal_financial_incentive,quarterly,none,,schedule,False,api_producer,True,True,,False,True,scripts/scrape_ftz_board_pr.py,1,1,3,,"Run producer under strict preflight; public API path, set key if gated."
gao_ig_audits,False,federal,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_gao_ig.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
gleif_lei,False,entity_resolution,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_gleif.py,2,0,1,,"Run producer under strict preflight; public API path, set key if gated."
hacienda,False,territorial,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_hacienda.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
hud_cdbg_dr_public,True,federal,quarterly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_cdbg_dr.py,1,1,1,,"Run producer under strict preflight; public API path, set key if gated."
hud_cdbg_mit,False,federal,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_cdbg_mit.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
legislapr_discovery,False,territorial_legislation,weekly,none,,schedule,False,api_producer,True,True,,False,True,scripts/probe_legislapr_detail.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
legislapr_sessions,False,territorial_legislation,weekly,none,,dependency,False,api_producer,True,True,,False,True,scripts/ingest_legislapr_sessions.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
legislative_canonical_sources,False,territorial_legislation,weekly,api_key:OPENSTATES_API_KEY,OPENSTATES_API_KEY,dependency,False,api_producer,True,True,OPENSTATES_API_KEY,False,True,scripts/fetch_legislative_canonical_sources.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
legislative_fiscal_link_candidates,False,territorial_legislation,weekly,none,,dependency,False,api_producer,True,True,,False,True,scripts/build_legislative_links.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
lihtc,False,federal,yearly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_lihtc.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
msrb_rtrs_trades,False,bonds,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_msrb_trades.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
municipal_finance,False,municipal,quarterly,api_key:FAC_API_KEY,FAC_API_KEY,schedule,False,api_producer,True,True,FAC_API_KEY,False,True,scripts/download_fac_municipal.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
ncua,False,federal,quarterly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_ncua.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
ngo_integration_layer,False,nonprofit,ad_hoc,none,,dependency,False,api_producer,True,True,,False,True,scripts/ngo_integration.py,3,0,1,,"Run producer under strict preflight; public API path, set key if gated."
nmtc,False,federal,yearly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_nmtc.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
oce_socrata_live,False,political_finance,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_oce.py,1,1,1,,"Run producer under strict preflight; public API path, set key if gated."
ocif_guide_financial_classes,False,financial_regulation,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/scrape_ocif_guide_financial_classes.py,1,1,1,,"Run producer under strict preflight; public API path, set key if gated."
ocpr_contracts,False,territorial,ad_hoc,none,,manual,False,api_producer,True,True,,False,True,scripts/scrape_ocpr_contracts.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
ocs_insurer_registry,False,financial_regulation,quarterly,none,,schedule,False,api_producer,True,True,,False,True,scripts/scrape_ocs_insurers.py,2,2,1,,"Run producer under strict preflight; public API path, set key if gated."
oficina_contralor,True,territorial,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/scrape_iapconsulta.py,1,1,1,,"Run producer under strict preflight; public API path, set key if gated."
opm_fedscope,False,federal,quarterly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_opm_fedscope.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
opportunity_zones,False,federal,yearly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_opportunity_zones.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
osl_sutra_crosswalk,False,territorial_legislation,weekly,none,,dependency,False,api_producer,True,True,,False,True,scripts/build_osl_sutra_crosswalk.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
p3_authority,False,territorial,quarterly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_p3.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
pr_act_60_decrees,False,territorial,yearly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_act60.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
pr_fomb,False,territorial_fiscal_oversight,weekly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_fomb.py,5,0,1,,"Run producer under strict preflight; public API path, set key if gated."
pr_fomb_special_reports,False,territorial_fiscal_oversight,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_fomb_special_reports.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
pr_general_fund_revenues,False,territorial,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_estadisticas_pr.py,1,0,0,,"Run producer under strict preflight; public API path, set key if gated."
pr_income_tax_collections,False,territorial,yearly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_estadisticas_pr.py,1,0,0,,"Run producer under strict preflight; public API path, set key if gated."
pr_pensions,False,territorial,yearly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_pr_pensions.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
prasa_contracts_master,False,infrastructure,yearly,none,,dependency,False,api_producer,True,True,,False,True,scripts/build_prasa_contracts_master.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
prepa_luma_genera,False,infrastructure,quarterly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_prepa_contracts.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
promesa_creditors,False,territorial,ad_hoc,none,,manual,False,api_producer,True,True,,False,True,scripts/download_promesa_creditors.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
rdc_demandas_civiles,False,territorial,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/scrape_rdc_demandas.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
roadwatch_corridor_join,False,infrastructure,yearly,none,,dependency,False,api_producer,True,True,,False,True,scripts/build_roadwatch_corridor_join.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
rum_cover_over,False,territorial,yearly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_rum_coverover.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
sam_exclusions,False,entity_resolution,weekly,api_key:SAM_API_KEY,SAM_API_KEY,schedule,False,api_producer,True,True,SAM_API_KEY,False,True,scripts/download_sam_exclusions.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
sam_opportunities,False,federal,weekly,api_key:SAM_API_KEY,SAM_API_KEY,schedule,False,api_producer,True,True,SAM_API_KEY,False,True,scripts/download_sam_opportunities.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
sec_13f_bpop_8q_certification,False,capital_control,ad_hoc,none,,manual,False,api_producer,True,True,,False,True,scripts/certify_bpop_sec13f_8q.py,3,0,1,,"Run producer under strict preflight; public API path, set key if gated."
sec_13f_bpop_golden_freeze,False,capital_control,ad_hoc,none,,manual,False,api_producer,True,True,,False,True,scripts/acquire_sec13f_bpop_golden.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
sec_13f_nport,False,federal,quarterly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_sec_holdings.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
sec_edgar,False,federal,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_sec.py,2,0,1,,"Run producer under strict preflight; public API path, set key if gated."
sec_equity_identity_v2,False,capital_control,quarterly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_sec_equity_v2.py,4,0,1,,"Run producer under strict preflight; public API path, set key if gated."
sec_holdings_discovery_v2,False,capital_control,ad_hoc,none,,manual,False,api_producer,True,True,,False,True,scripts/rematerialize_sec_holdings_discovery_v2.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
sec_officers,False,entity_resolution,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_sec_officers.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
sf133_budget_execution,False,federal,quarterly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_sf133.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
ssa,False,federal,yearly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_ssa.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
usace_permits,False,federal,quarterly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_usace_permits.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
usaspending_loans,False,federal,weekly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_usaspending_loans.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
usda_farm_subsidies,False,federal,monthly,none,,schedule,False,api_producer,True,True,,False,True,scripts/download_usda_farm.py,1,0,1,,"Run producer under strict preflight; public API path, set key if gated."
nara_catalog_aws_open_data,False,provenance_archival,ad_hoc,none,,disabled,True,deferred_stub,False,False,,False,True,scripts/download_nara_nextgen.py,2,0,0,,Intentionally unimplemented; remains not_materialized by design.
nara_nextgen_catalog_v3,False,provenance_archival,ad_hoc,api_key:NARA_API_KEY,NARA_API_KEY,disabled,True,deferred_stub,False,False,NARA_API_KEY,False,True,scripts/download_nara_nextgen.py,2,0,0,,Intentionally unimplemented; remains not_materialized by design.
act_toll_revenue,False,infrastructure_revenue,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_toll_revenue.py,1,0,1,data/manual/act_toll_revenue/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
act_tolls_concession,False,infrastructure,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_act_tolls_concession.py,1,0,1,data/raw/ACT_Tolls/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
act_transition_contracts,False,manual_export,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_act_transition.py,1,1,1,data/raw/act_transition/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
acuden_2024_transition,False,manual_export,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_act_transition.py,1,1,1,data/raw/act_transition/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
ases_plan_vital,False,territorial,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_ases_plan_vital.py,1,0,1,data/raw/ASES/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
bde_loans,False,territorial,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_bde_loans.py,1,0,1,data/raw/BDE/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
contralor_electoral,False,political_finance,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_oce.py,1,1,1,data/raw/OCE/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
crim_property_tax,False,municipal,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_crim_property_tax.py,1,0,1,data/raw/CRIM/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
dcaa_active_contractors,False,manual_export,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/download_active_contractors.py,1,0,1,data/raw/Active Contractor Listing/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
ddec_incentives,False,territorial,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_ddec_incentives.py,1,0,1,data/raw/DDEC_Incentives/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
doj_settlements,False,federal,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_doj_settlements.py,1,0,1,data/raw/DOJ_Settlements/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
donaciones_pr,False,political_finance,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_donaciones.py,1,1,1,data/raw/Donaciones/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
dtop_centerline_lrs,False,infrastructure,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_dtop_centerline_lrs.py,1,0,1,data/manual/dtop_centerline_lrs/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
dtop_road_contracts,False,infrastructure,quarterly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_dtop_road_contracts.py,1,0,1,data/manual/dtop_road_contracts/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
dtop_vehicle_fees,False,territorial,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_dtop_vehicle_fees.py,1,0,1,data/raw/DTOP/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
equitable_sharing,False,federal,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_equitable_sharing.py,1,0,1,data/raw/Equitable_Sharing/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
follow_the_money,False,political_finance,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_follow_the_money.py,3,0,1,data/raw/follow_the_money/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
gaming_commission,False,territorial,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_gaming_commission.py,1,0,1,data/raw/Gaming/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
hud_drgr_authorized,True,manual_export,monthly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_hud_drgr_exports.py,2,0,1,data/manual/hud_drgr/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
irs_ctc_eitc_pr,False,federal,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_irs_ctc_eitc_pr.py,1,0,1,data/raw/IRS_CTC_EITC/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
loteria_pr,False,territorial,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_loteria_pr.py,1,0,1,data/raw/Loteria/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
