path,category,imports_from,imported_by,output_files,keep_merge_archive_delete,reason
contract_sweeper/pipeline/credentialed_endpoint_execution.py,VALIDATE,contract_sweeper.pipeline.manual_import_dropzone,contract_sweeper/pipeline/final_backfill_retry.py;contract_sweeper/pipeline/final_source_recovery_pass.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/delivered_source_validation.py,VALIDATE,,contract_sweeper/pipeline/external_source_delivery_gate.py;contract_sweeper/pipeline/raw_source_candidate_validation.py;contract_sweeper/pipeline/raw_usaspending_discovery.py;contract_sweeper/pipeline/scoped_partial_rebuild.py;contract_sweeper/pipeline/scoped_unfreeze_materialization.py…,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/endpoint_patch_retry.py,VALIDATE,contract_sweeper.pipeline.manual_import_dropzone,scripts/run_manual_import_dropzone_retry_r48f.py,,MERGE→contract_sweeper/pipeline/endpoint_management.py,Structurally identical to merge-target siblings; consolidate under one module
contract_sweeper/pipeline/endpoint_resolution.py,VALIDATE,,scripts/run_manual_fallback_endpoint_resolution_r48e.py,,MERGE→contract_sweeper/pipeline/endpoint_management.py,Structurally identical to merge-target siblings; consolidate under one module
contract_sweeper/pipeline/external_acquisition_blocker_package.py,VALIDATE,,contract_sweeper/pipeline/final_source_recovery_pass.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/external_blocker_freeze.py,VALIDATE,contract_sweeper.pipeline.acquisition_package;contract_sweeper.pipeline.completion_gate,scripts/run_external_blocker_freeze_r49d.py;tests/test_external_blocker_freeze_r49d.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/external_source_delivery_gate.py,VALIDATE,contract_sweeper.pipeline.acquisition_package;contract_sweeper.pipeline.delivered_source_validation,scripts/run_external_source_delivery_gate_r49c.py;tests/test_external_source_delivery_gate_r49c.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/final_backfill_retry.py,ORCHESTRATE,contract_sweeper.pipeline.acquisition_package;contract_sweeper.pipeline.credentialed_endpoint_execution;contract_sweeper.pipeline.manual_fulfillment_execution,scripts/run_manual_fulfillment_endpoint_retry_r48h.py;tests/test_manual_fulfillment_endpoint_retry_r48h.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/final_source_recovery_pass.py,ORCHESTRATE,contract_sweeper.pipeline.acquisition_package;contract_sweeper.pipeline.credentialed_endpoint_execution;contract_sweeper.pipeline.external_acquisition_blocker_package;contract_sweeper.pipeline.manual_fulfillment_execution,scripts/run_final_source_recovery_pass_r48i.py;tests/test_final_source_recovery_pass_r48i.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/import_slots.py,VALIDATE,,contract_sweeper/pipeline/backfill_runner.py,,DELETE,Micro-module (<75 lines); logic trivially inlinable into parent; no standalone value
contract_sweeper/pipeline/manual_fallback_package.py,VALIDATE,,scripts/run_manual_fallback_endpoint_resolution_r48e.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/manual_fulfillment_execution.py,VALIDATE,contract_sweeper.pipeline.manual_import_dropzone,contract_sweeper/pipeline/final_backfill_retry.py;contract_sweeper/pipeline/final_source_recovery_pass.py,,DELETE,Micro-module (<75 lines); logic trivially inlinable into parent; no standalone value
contract_sweeper/pipeline/manual_import_dropzone.py,VALIDATE,,contract_sweeper/pipeline/credentialed_endpoint_execution.py;contract_sweeper/pipeline/endpoint_patch_retry.py;contract_sweeper/pipeline/manual_fulfillment_execution.py;contract_sweeper/pipeline/producer_patch_retry.py;scripts/run_manual_import_dropzone_retry_r48f.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/manual_import_validation.py,VALIDATE,,contract_sweeper/pipeline/controlled_backfill.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/partial_master_rebuild.py,ORCHESTRATE,contract_sweeper.pipeline.acquisition_package;contract_sweeper.pipeline.partial_rebuild_gate,contract_sweeper/pipeline/partial_rebuild_retry.py;scripts/run_partial_master_rebuild_r49a.py;tests/test_partial_master_rebuild_r49a.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/partial_rebuild_gate.py,VALIDATE,,contract_sweeper/pipeline/partial_master_rebuild.py,,DELETE,Micro-module (<75 lines); logic trivially inlinable into parent; no standalone value
contract_sweeper/pipeline/partial_rebuild_retry.py,ORCHESTRATE,contract_sweeper.pipeline.acquisition_package;contract_sweeper.pipeline.partial_master_rebuild,scripts/run_source_materialization_rebuild_retry_r49b.py;tests/test_source_materialization_rebuild_retry_r49b.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/producer_failure_resolution.py,VALIDATE,,scripts/run_manual_fallback_endpoint_resolution_r48e.py,,MERGE→contract_sweeper/pipeline/producer_management.py,Structurally identical to merge-target siblings; consolidate under one module
contract_sweeper/pipeline/producer_patch_retry.py,VALIDATE,contract_sweeper.pipeline.manual_import_dropzone,scripts/run_manual_import_dropzone_retry_r48f.py,,MERGE→contract_sweeper/pipeline/producer_management.py,Structurally identical to merge-target siblings; consolidate under one module
contract_sweeper/pipeline/raw_source_candidate_validation.py,VALIDATE,contract_sweeper.pipeline.acquisition_package;contract_sweeper.pipeline.delivered_source_validation,contract_sweeper/pipeline/raw_usaspending_discovery.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/raw_usaspending_discovery.py,VALIDATE,contract_sweeper.pipeline.acquisition_package;contract_sweeper.pipeline.delivered_source_validation;contract_sweeper.pipeline.raw_source_candidate_validation,scripts/run_raw_usaspending_discovery_r49h.py;tests/test_raw_usaspending_discovery_r49h.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/raw_usaspending_mapping_feasibility.py,VALIDATE,contract_sweeper.pipeline.acquisition_package,scripts/run_raw_usaspending_mapping_feasibility_r49h2.py;tests/test_raw_usaspending_mapping_feasibility_r49h2.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/repo_quality_audit.py,VALIDATE,contract_sweeper.pipeline.acquisition_package,scripts/run_repo_quality_audit_r49z_b.py;tests/test_repo_quality_audit_r49z_b.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/schema_alignment.py,VALIDATE,,contract_sweeper/pipeline/targeted_backfill_retry.py,,MERGE→contract_sweeper/pipeline/schema_management.py,Structurally identical to merge-target siblings; consolidate under one module
contract_sweeper/pipeline/schema_remediation.py,VALIDATE,,contract_sweeper/pipeline/backfill_failure_remediation.py,,MERGE→contract_sweeper/pipeline/schema_management.py,Structurally identical to merge-target siblings; consolidate under one module
contract_sweeper/pipeline/scoped_partial_rebuild.py,ORCHESTRATE,contract_sweeper.pipeline.acquisition_package;contract_sweeper.pipeline.delivered_source_validation,scripts/run_scoped_unfreeze_retry_r49g.py;tests/test_scoped_unfreeze_retry_r49g.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/scoped_unfreeze_materialization.py,ORCHESTRATE,contract_sweeper.pipeline.acquisition_package;contract_sweeper.pipeline.delivered_source_validation,scripts/run_scoped_unfreeze_retry_r49g.py;tests/test_scoped_unfreeze_retry_r49g.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/source_delivery_handoff.py,VALIDATE,contract_sweeper.pipeline.acquisition_package,scripts/run_source_delivery_handoff_r49e.py;tests/test_source_delivery_handoff_r49e.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/source_delivery_watch.py,VALIDATE,contract_sweeper.pipeline.acquisition_package;contract_sweeper.pipeline.delivered_source_validation;contract_sweeper.pipeline.unfreeze_guard,scripts/run_source_delivery_watch_r49f.py;tests/test_source_delivery_watch_r49f.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/source_manifest_writer.py,UTILITY,,contract_sweeper/pipeline/controlled_backfill.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/source_materialization.py,ORCHESTRATE,contract_sweeper.pipeline.acquisition_package,scripts/run_source_materialization_rebuild_retry_r49b.py;tests/test_source_materialization_rebuild_retry_r49b.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/source_recovery_pause_lock.py,ORCHESTRATE,contract_sweeper.pipeline.acquisition_package,scripts/run_source_recovery_pause_lock_r49z.py;tests/test_source_recovery_pause_lock_r49z.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/targeted_backfill_retry.py,ORCHESTRATE,contract_sweeper.pipeline.schema_alignment,scripts/run_targeted_backfill_retry_r48d.py;tests/test_targeted_backfill_retry_r48d.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/pipeline/unfreeze_guard.py,VALIDATE,,contract_sweeper/pipeline/source_delivery_watch.py,,DELETE,Micro-module (<75 lines); logic trivially inlinable into parent; no standalone value
contract_sweeper/runtime/__init__.py,VALIDATE,contract_sweeper.runtime.file_hash_runtime;contract_sweeper.runtime.linkage_confidence;contract_sweeper.runtime.name_normalization;contract_sweeper.runtime.schema_registry;contract_sweeper.runtime.source_registry,,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/runtime/file_hash_runtime.py,VALIDATE,,contract_sweeper/runtime/__init__.py;contract_sweeper/runtime/manifest_runtime.py,,DELETE,Micro-module (<75 lines); logic trivially inlinable into parent; no standalone value
contract_sweeper/runtime/linkage_confidence.py,LINK,,contract_sweeper/runtime/__init__.py;tests/test_linkage_confidence.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/runtime/manifest_runtime.py,UTILITY,contract_sweeper.runtime.file_hash_runtime;contract_sweeper.runtime.name_normalization;contract_sweeper.runtime.source_registry,scripts/write_source_manifests.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/runtime/name_normalization.py,VALIDATE,,contract_sweeper/runtime/__init__.py;contract_sweeper/runtime/manifest_runtime.py;scripts/alias_registry_builder.py;scripts/parent_collapse.py;tests/test_name_normalization.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/runtime/pagination_runtime.py,VALIDATE,,,,DELETE,Micro-module (<75 lines); logic trivially inlinable into parent; no standalone value
contract_sweeper/runtime/retry_runtime.py,VALIDATE,,,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/runtime/schema_registry.py,VALIDATE,,contract_sweeper/runtime/__init__.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/runtime/source_registry.py,UTILITY,,contract_sweeper/runtime/__init__.py;contract_sweeper/runtime/manifest_runtime.py;contract_sweeper/runtime/validation_gates.py;scripts/write_source_manifests.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/runtime/validation_gates.py,VALIDATE,contract_sweeper.runtime.source_registry,,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/validation/__init__.py,VALIDATE,,,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/validation/artifact_lineage.py,VALIDATE,,contract_sweeper/validation/cache_audit.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/validation/backfill_execution_plan.py,ORCHESTRATE,,scripts/run_backfill_execution_plan_r46.py;tests/test_backfill_execution_plan.py,,KEEP,"Unique logic, active imports, or tested"
archive/r4_legacy/contract_sweeper/validation/cache_audit.py,VALIDATE,contract_sweeper.validation.artifact_lineage;contract_sweeper.validation.production_status,scripts/run_artifact_lineage_audit.py;tests/test_artifact_lineage_audit.py,,ARCHIVED,PR-G: archived 2026-05-18
contract_sweeper/validation/entity_universe_audit.py,VALIDATE,,scripts/run_entity_universe_audit.py;tests/test_entity_universe_audit.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/validation/master_input_recovery.py,ORCHESTRATE,scripts.build_unified_master,contract_sweeper/validation/source_input_recovery.py;scripts/run_master_input_recovery_and_rebuild.py;tests/test_master_input_recovery.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/validation/production_status.py,VALIDATE,,contract_sweeper/validation/cache_audit.py;scripts/analyze_power_network.py;scripts/analyze_prime_sub.py;scripts/dominance_analysis.py;scripts/generate_report.py…,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/validation/source_coverage.py,VALIDATE,,scripts/run_source_coverage_audit.py;tests/test_source_coverage_audit.py,,KEEP,"Unique logic, active imports, or tested"
contract_sweeper/validation/source_input_recovery.py,ORCHESTRATE,contract_sweeper.validation.master_input_recovery;scripts.build_unified_master,scripts/run_source_input_recovery_and_canonical_staging.py;tests/test_source_input_recovery.py,,KEEP,"Unique logic, active imports, or tested"
archive/r4_legacy/data/raw/SAM/test_sam.py,TEST,,,,ARCHIVED,No active test coverage; not wired into run_all; dev-only or one-time artifact
run_all.py,ORCHESTRATE,scripts.analyze_bond_flow;scripts.analyze_entity_profiles;scripts.analyze_power_network;scripts.analyze_prime_sub;scripts.analyze_project_delivery;scripts.analyze_rfp_lobby…,,,KEEP,"Unique logic, active imports, or tested"
scripts/__init__.py,UTILITY,,,,KEEP,"Unique logic, active imports, or tested"
scripts/alias_registry_builder.py,RESOLVE,contract_sweeper.runtime.name_normalization,tests/test_alias_registry_builder.py,,KEEP,"Unique logic, active imports, or tested"
scripts/analyze_bond_flow.py,GRAPH,scripts.build_unified_master;scripts.config;scripts.sam_enrichment,run_all.py;tests/test_analyze_bond_flow.py,,KEEP,"Unique logic, active imports, or tested"
scripts/analyze_entity_profiles.py,GRAPH,scripts.config,run_all.py,,KEEP,"Unique logic, active imports, or tested"
scripts/analyze_fec_crossref.py,GRAPH,scripts.config,,,MERGE→scripts/analyze_crossref.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/analyze_lobbying_crossref.py,GRAPH,scripts.config,,,MERGE→scripts/analyze_crossref.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/analyze_power_network.py,GRAPH,contract_sweeper.validation.production_status;scripts.config,run_all.py,,KEEP,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/analyze_prime_sub.py,GRAPH,contract_sweeper.validation.production_status;scripts.config,run_all.py,,ARCHIVED,PR-I: archived 2026-05-20
scripts/analyze_project_delivery.py,GRAPH,scripts.config;scripts.sam_enrichment,run_all.py;tests/test_analyze_project_delivery.py,,KEEP,"Unique logic, active imports, or tested"
scripts/analyze_rfp_lobby.py,GRAPH,scripts.build_unified_master;scripts.config;scripts.sam_enrichment,run_all.py;tests/test_analyze_rfp_lobby.py,,KEEP,"Unique logic, active imports, or tested"
scripts/auto_download.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_auto_download*.csv,KEEP,"Unique logic, active imports, or tested"
scripts/build_financial_flows_master.py,ORCHESTRATE,scripts.build_unified_master;scripts.config;scripts.parquet_utils,run_all.py,data/staging/processed/pr_financial_flows_master.csv,KEEP,"Unique logic, active imports, or tested"
scripts/build_unified_master.py,ORCHESTRATE,scripts.config,contract_sweeper/validation/master_input_recovery.py;contract_sweeper/validation/source_input_recovery.py;run_all.py;scripts/analyze_bond_flow.py;scripts/analyze_rfp_lobby.py…,data/staging/processed/pr_contracts_master.csv,KEEP,"Unique logic, active imports, or tested"
scripts/cms_mapper.py,NORMALIZE,,run_all.py;tests/test_cms_mapper.py,,MERGE→scripts/source_mappers.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/config.py,UTILITY,,run_all.py;scripts/analyze_bond_flow.py;scripts/analyze_entity_profiles.py;scripts/analyze_fec_crossref.py;scripts/analyze_lobbying_crossref.py…,,KEEP,"Unique logic, active imports, or tested"
scripts/deduplicate_master.py,NORMALIZE,scripts.config,run_all.py;tests/test_deduplicate_master.py,data/staging/processed/pr_all_awards_master.csv,KEEP,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/dominance_analysis.py,UTILITY,contract_sweeper.validation.production_status;scripts.config,run_all.py,,ARCHIVED,PR-I: archived 2026-05-20
archive/r4_legacy/scripts/download_aafaf.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_aafaf*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_act60.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_act60*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_active_contractors.py,INGEST,scripts.build_unified_master;scripts.config,run_all.py,data/staging/processed/pr_active_contractors*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_cabilderos.py,INGEST,scripts.build_unified_master;scripts.config,run_all.py,data/staging/processed/pr_cabilderos*.csv,ARCHIVED,"Unique logic, active imports, or tested"
scripts/download_cdbg_dr.py,INGEST,scripts.config,,data/staging/processed/pr_cdbg_dr*.csv,KEEP,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_chip.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_chip*.csv,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/download_cms.py,INGEST,scripts.config,run_all.py;tests/test_download_cms.py,data/staging/processed/pr_cms*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_cofina.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_cofina*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_compras.py,INGEST,scripts.build_unified_master;scripts.config,run_all.py,data/staging/processed/pr_compras*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_contralor.py,INGEST,scripts.build_unified_master;scripts.config,run_all.py,data/staging/processed/pr_contralor*.csv,ARCHIVED,"Unique logic, active imports, or tested"
scripts/download_cor3.py,INGEST,scripts.build_unified_master;scripts.config,run_all.py,data/staging/processed/pr_cor3*.csv,KEEP,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_doe.py,INGEST,scripts.config,,data/staging/processed/pr_doe*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_doj_grants.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_doj_grants*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_dol.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_dol*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_dot.py,INGEST,scripts.config,,data/staging/processed/pr_dot*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_earmarks.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_earmarks*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_ed.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_ed*.csv,ARCHIVED,"Unique logic, active imports, or tested"
scripts/download_emma.py,INGEST,scripts.build_unified_master;scripts.config,run_all.py;tests/test_download_emma.py,data/staging/processed/pr_emma*.csv,KEEP,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_epa.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_epa*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_eqb.py,INGEST,scripts.build_unified_master;scripts.config,run_all.py,data/staging/processed/pr_eqb*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_exim.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_exim*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_fcc.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_fcc*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_fdic.py,INGEST,scripts.config,run_all.py;tests/test_download_fdic.py,data/staging/processed/pr_fdic*.csv,ARCHIVED,"Unique logic, active imports, or tested"
scripts/download_fec.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_fec*.csv,KEEP,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_fema.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_fema*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_fhlb.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_fhlb*.csv,ARCHIVED,"Unique logic, active imports, or tested"
scripts/download_fsrs.py,INGEST,scripts.config,run_all.py;tests/test_download_fsrs.py,data/staging/processed/pr_fsrs*.csv,KEEP,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_gao_ig.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_gao_ig*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_grants.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_grants*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_hacienda.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_hacienda*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_haf.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_haf*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_hhs.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_hhs*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_hud.py,INGEST,scripts.config,,data/staging/processed/pr_hud*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_hud_drgr_public.py,INGEST,scripts.build_unified_master;scripts.config;scripts.parquet_utils,run_all.py,data/staging/processed/pr_hud_drgr_public*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_hud_hcv.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_hud_hcv*.csv,ARCHIVED,"Unique logic, active imports, or tested"
scripts/download_instructions.py,INGEST,scripts.config;scripts.setup_directories,run_all.py;tests/test_download_instructions.py,data/staging/processed/pr_instructions*.csv,KEEP,"Unique logic, active imports, or tested"
scripts/download_lda.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_lda*.csv,KEEP,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_lihtc.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_lihtc*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_medicaid_fmap.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_medicaid_fmap*.csv,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/download_medicare_advantage.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_medicare_advantage*.csv,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/download_medicare_parts.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_medicare_parts*.csv,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/download_msrb_trades.py,INGEST,scripts.build_unified_master;scripts.config,run_all.py,data/staging/processed/pr_msrb_trades*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_municipal.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_municipal*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_ncua.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_ncua*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_nfip.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_nfip*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_nih.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_nih*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_nmtc.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_nmtc*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_nonprofits.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_nonprofits*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_ofac.py,INGEST,scripts.config,run_all.py;tests/test_download_ofac.py,data/staging/processed/pr_ofac*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_oia.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_oia*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_opencorporates.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_opencorporates*.csv,ARCHIVED,"Unique logic, active imports, or tested"
scripts/download_openfema_pa_projects.py,INGEST,scripts.build_unified_master;scripts.config;scripts.parquet_utils,run_all.py,data/staging/processed/pr_openfema_pa_projects*.csv,KEEP,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_p3.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_p3*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_pr_pensions.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_pr_pensions*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_prasa.py,INGEST,scripts.build_unified_master;scripts.config,run_all.py,data/staging/processed/pr_prasa*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_prepa_contracts.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_prepa_contracts*.csv,ARCHIVED,"Unique logic, active imports, or tested"
